Provider_name,Department,Researcher_Type,Profile_link,Provider_all_top_concepts,This_Concept,Publication_num,Pub_Range,Range_length,Last_Pub_year,Average
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline," Africa, Northern",1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Child,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline," Child, Preschool",1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Colombia,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline," Databases, Factual",1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Democratic Republic of the Congo,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Health Services Needs and Demand,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Infant,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline," Infant, Newborn",1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Internationality,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Iraq,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Obstetric Surgical Procedures,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Pakistan,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Pediatrics,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Refugees,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline," Surgical Procedures, Operative",1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Syria,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, United Nations,1, 2016-2016,1,2016,2016
Eugenia Lee,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515363,https://profiles.sc-ctsi.org/display/115515363/network/researchareas/timeline, Vulnerable Populations,1, 2016-2016,1,2016,2016
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline,"Databases, Factual",1, 2020-2020,1,2020,2020
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline," Embolization, Therapeutic",1, 2020-2020,1,2020,2020
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Pulmonary Embolism,1, 2020-2020,1,2020,2020
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Spleen,1, 2020-2020,1,2020,2020
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Splenic Artery,1, 2020-2020,1,2020,2020
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Venous Thrombosis,1, 2020-2020,1,2020,2020
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline," Accidents, Traffic",1, 2021-2021,1,2021,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Air Bags,1, 2021-2021,1,2021,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Motor Vehicles,1, 2021-2021,1,2021,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Pregnancy Complications,1, 2021-2021,1,2021,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Seat Belts,1, 2021-2021,1,2021,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline," Wounds, Nonpenetrating",3, 2020-2021,1,2021,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Anticoagulants,2, 2020-2022,2,2022,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline," Heparin, Low-Molecular-Weight",2, 2020-2022,2,2022,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Venous Thromboembolism,2, 2020-2022,2,2022,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Abdominal Injuries,4, 2020-2022,2,2022,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Flail Chest,1, 2021-2021,1,2021,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Rib Fractures,1, 2021-2021,1,2021,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline," Wounds, Penetrating",1, 2021-2021,1,2021,2021
"Meghan R. Lewis, MD",Surgery,Associate Professor,https://researcherprofiles.org/profile/178079,https://profiles.sc-ctsi.org/display/178079/network/researchareas/timeline, Thoracic Injuries,3, 2021-2022,1,2022,2021
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline,MPTP Poisoning,1, 2003-2003,1,2003,2003
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Stem Cell Transplantation,1, 2003-2003,1,2003,2003
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Neurosurgery,2, 2002-2013,11,2013,2007
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Brain Diseases,2, 2002-2015,13,2015,2008
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Cerebral Palsy,1, 2013-2013,1,2013,2013
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline," Hypoxia, Brain",1, 2013-2013,1,2013,2013
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Movement Disorders,2, 2013-2013,1,2013,2013
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Dystonic Disorders,3, 2013-2014,1,2014,2014
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Globus Pallidus,3, 2013-2014,1,2014,2014
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline," Electrodes, Implanted",1, 2014-2014,1,2014,2014
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Deep Brain Stimulation,6, 2013-2021,8,2021,2015
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Parkinson Disease,2, 2013-2021,8,2021,2017
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Subthalamic Nucleus,2, 2013-2021,8,2021,2017
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Ireland,1, 2018-2018,1,2018,2018
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Language,1, 2018-2018,1,2018,2018
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Palate,1, 2018-2018,1,2018,2018
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Phonetics,1, 2018-2018,1,2018,2018
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Sound Spectrography,1, 2018-2018,1,2018,2018
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Speech Production Measurement,1, 2018-2018,1,2018,2018
"Mark A. Liker, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/197544,https://profiles.sc-ctsi.org/display/197544/network/researchareas/timeline, Tongue,1, 2018-2018,1,2018,2018
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline,Central Nervous System Diseases,3, 2003-2016,13,2016,2008
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Neurosurgical Procedures,13, 2002-2016,14,2016,2008
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Neurosurgery,25, 2002-2020,18,2020,2009
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Recovery of Function,4, 2003-2016,13,2016,2009
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Radiosurgery,13, 2007-2014,7,2014,2010
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline," Brain Hemorrhage, Traumatic",1, 2015-2015,1,2015,2015
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Head Protective Devices,1, 2015-2015,1,2015,2015
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Skiing,1, 2015-2015,1,2015,2015
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Cortical Spreading Depression,2, 2015-2017,2,2017,2016
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Electric Stimulation Therapy,3, 2013-2020,7,2020,2016
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Brain-Computer Interfaces,7, 2012-2021,9,2021,2016
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, After-Hours Care,1, 2017-2017,1,2017,2017
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Hospital Mortality,3, 2017-2017,1,2017,2017
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Patient Admission,2, 2017-2017,1,2017,2017
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Iatrogenic Disease,1, 2017-2017,1,2017,2017
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Epilepsy,9, 2009-2022,13,2022,2017
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline," Epilepsies, Partial",2, 2015-2020,5,2020,2017
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Deep Brain Stimulation,7, 2012-2022,10,2022,2018
"Charles Liu, MD, PhD",Surgery,Professor,https://researcherprofiles.org/profile/190951,https://profiles.sc-ctsi.org/display/190951/network/researchareas/timeline, Somatosensory Cortex,6, 2018-2021,3,2021,2020
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline,"Cloning, Molecular",1, 2005-2005,1,2005,2005
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Liposomes,3, 2004-2011,7,2011,2006
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline," Neovascularization, Pathologic",2, 2004-2010,6,2010,2007
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Angiogenesis Inhibitors,2, 2005-2010,5,2010,2007
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Antineoplastic Agents,2, 2005-2011,6,2011,2008
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Disintegrins,6, 2004-2018,14,2018,2010
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Immunotoxins,1, 2011-2011,1,2011,2011
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Iodine Radioisotopes,2, 2004-2018,14,2018,2011
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Snake Venoms,2, 2004-2018,14,2018,2011
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline," Cell Line, Tumor",6, 2004-2020,16,2020,2011
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Integrins,2, 2010-2014,4,2014,2012
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Xenograft Model Antitumor Assays,4, 2004-2020,16,2020,2014
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Cell Survival,3, 2011-2020,9,2020,2016
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Dacarbazine,1, 2020-2020,1,2020,2020
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline," Drug Resistance, Neoplasm",1, 2020-2020,1,2020,2020
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Gas Chromatography-Mass Spectrometry,1, 2020-2020,1,2020,2020
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Glioma,1, 2020-2020,1,2020,2020
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, O(6)-Methylguanine-DNA Methyltransferase,1, 2020-2020,1,2020,2020
"Radu O. Minea, MD",Surgery,Assistant Professor,https://researcherprofiles.org/profile/183707,https://profiles.sc-ctsi.org/display/183707/network/researchareas/timeline, Radiation-Sensitizing Agents,1, 2020-2020,1,2020,2020
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline,Bites and Stings,1, 1983-1983,1,1983,1983
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Macaca,1, 1983-1983,1,1983,1983
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Macaca fascicularis,1, 1983-1983,1,1983,1983
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Rectal Neoplasms,1, 2018-2018,1,2018,2018
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Colostomy,1, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Laparoscopy,2, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Morbidity,2, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Reoperation,2, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Colectomy,2, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Colonic Polyps,2, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Colonoscopy,2, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline," Analgesics, Opioid",1, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Colorectal Surgery,1, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Drug Prescriptions,1, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Ibuprofen,1, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline," Pain, Postoperative",1, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Patient Education as Topic,1, 2021-2021,1,2021,2021
Erik R Noren,Surgery,Assistant Professor,https://researcherprofiles.org/profile/209540405,https://profiles.sc-ctsi.org/display/209540405/network/researchareas/timeline, Endoscopic Mucosal Resection,1, 2021-2021,1,2021,2021
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline,Rectal Diseases,2, 2002-2004,2,2004,2003
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Palpation,1, 2006-2006,1,2006,2005
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Anal Canal,2, 2002-2016,14,2016,2009
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Rectal Neoplasms,3, 2003-2020,17,2020,2010
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Digestive System Surgical Procedures,2, 2006-2017,11,2017,2011
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Perineum,2, 2009-2016,7,2016,2012
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Rectal Fistula,3, 2006-2017,11,2017,2013
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Colectomy,4, 2012-2016,4,2016,2013
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Abscess,4, 2016-2017,1,2017,2016
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Anus Diseases,3, 2016-2017,1,2017,2016
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Colorectal Surgery,2, 2013-2020,7,2020,2016
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline," Societies, Medical",1, 2020-2020,1,2020,2020
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Adolescent Behavior,1, 2020-2020,1,2020,2020
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Diet,1, 2020-2020,1,2020,2020
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Health Behavior,1, 2020-2020,1,2020,2020
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Snacks,1, 2020-2020,1,2020,2020
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Exercise,2, 2020-2021,1,2021,2021
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Hemorrhoidectomy,1, 2021-2021,1,2021,2021
"Adrian E. Ortega, MD",Surgery,Professor,https://researcherprofiles.org/profile/177390,https://profiles.sc-ctsi.org/display/177390/network/researchareas/timeline, Hemorrhoids,1, 2021-2021,1,2021,2021
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline,Aged,1, 2011-2011,1,2011,2011
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Follow-Up Studies,1, 2011-2011,1,2011,2011
Jonathan Praeger,Surgery,Assistant Professor,https://researcherprofiles.org/profile/115515357,https://profiles.sc-ctsi.org/display/115515357/network/researchareas/timeline, Heart Aneurysm,1, 2011-2011,1,2011,2011
